tempo,regiao,instituicao,localizacao_geografica,tipo_de_especialidade,doentes_saidos,dias_de_internamento,ano,mes
2024-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",Especialidade Cirurgica,5416.0,39818.0,2024,11
2024-11-01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",Especialidade Cirurgica,6089.0,41485.0,2024,11
2024-11-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",Especialidade Cirurgica,7431.0,45452.0,2024,11
2024-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",Especialidade Cirurgica,8657.0,60197.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",Especialidade Cirurgica,1508.0,11524.0,2024,11
2024-11-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",Especialidade Cirurgica,27784.0,188139.0,2024,11
2024-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",Especialidade Cirurgica,6634.0,39112.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",Especialidade Cirurgica,16744.0,109147.0,2024,11
2024-11-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Cirurgica,14563.0,73376.0,2024,11
2024-11-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",Especialidade Cirurgica,4661.0,29645.0,2024,11
2024-11-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",Especialidade Cirurgica,4078.0,24500.0,2024,11
2024-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",Especialidade Cirurgica,6482.0,36943.0,2024,11
2025-11-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",Especialidade Cirurgica,6173.0,26963.0,2025,11
2025-11-01,Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",Especialidade Cirurgica,4009.0,27588.0,2025,11
2025-11-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",Especialidade Cirurgica,7934.0,46536.0,2025,11
2025-11-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",Especialidade Cirurgica,28300.0,184201.0,2025,11
2025-11-01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",Especialidade Cirurgica,10086.0,48336.0,2025,11
2025-11-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Cirurgica,14996.0,75012.0,2025,11
2025-11-01,Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",Especialidade Cirurgica,12727.0,107145.0,2025,11
2025-11-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",Especialidade Cirurgica,4304.0,27855.0,2025,11
2025-11-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",Especialidade Cirurgica,1935.0,11801.0,2025,11
2025-11-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",Especialidade Cirurgica,4610.0,31374.0,2025,11
2024-12-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",Especialidade Cirurgica,5935.0,43990.0,2024,12
2024-12-01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",Especialidade Cirurgica,4994.0,22274.0,2024,12
2024-12-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",Especialidade Cirurgica,1666.0,12591.0,2024,12
2024-12-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",Especialidade Cirurgica,18418.0,106380.0,2024,12
2024-12-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",Especialidade Cirurgica,13956.0,83559.0,2024,12
2024-12-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Cirurgica,15907.0,79673.0,2024,12
2024-12-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",Especialidade Cirurgica,4433.0,26654.0,2024,12
2025-12-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",Especialidade Cirurgica,6672.0,29120.0,2025,12
2025-12-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",Especialidade Cirurgica,6463.0,45830.0,2025,12
2025-12-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",Especialidade Cirurgica,3463.0,23922.0,2025,12
2025-12-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",Especialidade Cirurgica,4792.0,33042.0,2025,12
2025-12-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",Especialidade Cirurgica,3051.0,24940.0,2025,12
2025-12-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",Especialidade Cirurgica,8590.0,50846.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",Especialidade Cirurgica,1769.0,13637.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",Especialidade Cirurgica,9676.0,60498.0,2025,12
2025-12-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Cirurgica,16042.0,81270.0,2025,12
2025-12-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",Especialidade Cirurgica,4831.0,31072.0,2025,12
2024-01-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",Especialidade Médica,123.0,604.0,2024,1
2024-01-01,Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",Especialidade Médica,535.0,4035.0,2024,1
2024-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",Especialidade Médica,827.0,9718.0,2024,1
2024-01-01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",Especialidade Médica,692.0,7874.0,2024,1
2024-01-01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",Especialidade Médica,1335.0,11135.0,2024,1
2024-01-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",Especialidade Médica,431.0,3772.0,2024,1
2024-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",Especialidade Médica,469.0,6562.0,2024,1
2024-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",Especialidade Médica,680.0,8923.0,2024,1
2024-01-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",Especialidade Médica,478.0,4852.0,2024,1
2025-01-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",Especialidade Médica,157.0,619.0,2025,1
2025-01-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",Especialidade Médica,747.0,7724.0,2025,1
2025-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",Especialidade Médica,937.0,11789.0,2025,1
2025-01-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",Especialidade Médica,629.0,6178.0,2025,1
2025-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",Especialidade Médica,1645.0,15353.0,2025,1
2025-01-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",Especialidade Médica,1454.0,20474.0,2025,1
2025-01-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Médica,822.0,11000.0,2025,1
2025-01-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",Especialidade Médica,418.0,4180.0,2025,1
2025-01-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",Especialidade Médica,456.0,4527.0,2025,1
2024-02-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",Especialidade Médica,261.0,1277.0,2024,2
2024-02-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",Especialidade Médica,779.0,7869.0,2024,2
2024-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",Especialidade Médica,1777.0,22241.0,2024,2
2024-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",Especialidade Médica,2250.0,22649.0,2024,2
2024-02-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",Especialidade Médica,1811.0,18297.0,2024,2
2024-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Santa Maria, EPE","38.7500648498535, -9.0",Especialidade Médica,3049.0,32193.0,2024,2
2024-02-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",Especialidade Médica,517.0,4184.0,2024,2
2024-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",Especialidade Médica,1691.0,16644.0,2024,2
2025-02-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",Especialidade Médica,781.0,8968.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","38.739946, -9.161139",Especialidade Médica,942.0,7588.0,2025,2
2025-02-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",Especialidade Médica,804.0,7967.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",Especialidade Médica,1372.0,12700.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",Especialidade Médica,2104.0,19036.0,2025,2
2025-02-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",Especialidade Médica,1763.0,14409.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",Especialidade Médica,1642.0,16119.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde de Matosinhos, EPE","41.181859, -8.663374",Especialidade Médica,1210.0,12155.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",Especialidade Médica,677.0,11806.0,2025,2
2025-02-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",Especialidade Médica,1168.0,15571.0,2025,2
2025-02-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",Especialidade Médica,2365.0,29104.0,2025,2
2024-03-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","38.739946, -9.161139",Especialidade Médica,1365.0,11199.0,2024,3
2024-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",Especialidade Médica,2262.0,19540.0,2024,3
2024-03-01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",Especialidade Médica,2082.0,22834.0,2024,3
2024-03-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",Especialidade Médica,2154.0,23509.0,2024,3
2024-03-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",Especialidade Médica,5153.0,54346.0,2024,3
2024-03-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",Especialidade Médica,1894.0,19022.0,2024,3
2024-03-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",Especialidade Médica,713.0,7137.0,2024,3
2025-03-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",Especialidade Médica,1313.0,15375.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Lezíria, EPE","39.232503, -8.715083",Especialidade Médica,2099.0,25052.0,2025,3
2025-03-01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",Especialidade Médica,2055.0,21018.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",Especialidade Médica,3225.0,41718.0,2025,3
2025-03-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",Especialidade Médica,2955.0,44814.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",Especialidade Médica,1000.0,17762.0,2025,3
2025-03-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",Especialidade Médica,2265.0,24276.0,2025,3
2025-03-01,Norte,"Unidade Local de Saúde do Nordeste, EPE","41.802452, -6.768198",Especialidade Médica,1254.0,13119.0,2025,3
2024-04-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",Especialidade Médica,1623.0,18730.0,2024,4
2024-04-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",Especialidade Médica,4095.0,40282.0,2024,4
2024-04-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",Especialidade Médica,6840.0,74572.0,2024,4
2024-04-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",Especialidade Médica,3528.0,35330.0,2024,4
2024-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Lisboa Ocidental, EPE","38.7084, -9.21711",Especialidade Médica,3544.0,41848.0,2024,4
2024-04-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",Especialidade Médica,1216.0,14242.0,2024,4
2024-04-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",Especialidade Médica,1161.0,12411.0,2024,4
2024-04-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",Especialidade Médica,940.0,9330.0,2024,4
2024-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",Especialidade Médica,2579.0,27793.0,2024,4
2024-04-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",Especialidade Médica,4182.0,48025.0,2024,4
2025-04-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","38.739946, -9.161139",Especialidade Médica,1922.0,15354.0,2025,4
2025-04-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",Especialidade Médica,1355.0,10397.0,2025,4
2025-04-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",Especialidade Médica,2909.0,30795.0,2025,4
2025-04-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",Especialidade Médica,3899.0,59532.0,2025,4
2025-04-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",Especialidade Médica,5133.0,58605.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",Especialidade Médica,6737.0,82002.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",Especialidade Médica,3060.0,32295.0,2025,4
2025-04-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",Especialidade Médica,2463.0,29738.0,2025,4
2024-05-01,Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",Especialidade Médica,2516.0,20305.0,2024,5
2024-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",Especialidade Médica,5632.0,61519.0,2024,5
2024-05-01,Norte,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","41.310331, -7.760103",Especialidade Médica,5658.0,48834.0,2024,5
2024-05-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Médica,4106.0,47296.0,2024,5
2024-05-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",Especialidade Médica,1990.0,18818.0,2024,5
2024-05-01,Algarve,"Unidade Local de Saúde do Algarve, EPE","37.024668, -7.928949",Especialidade Médica,6458.0,75495.0,2024,5
2024-05-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",Especialidade Médica,3193.0,30880.0,2024,5
2024-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",Especialidade Médica,3183.0,34637.0,2024,5
2025-05-01,Lisboa e Vale do Tejo,"Hospital de Cascais, PPP","38.730076, -9.418207",Especialidade Médica,1893.0,22733.0,2025,5
2025-05-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",Especialidade Médica,4978.0,46551.0,2025,5
2025-05-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",Especialidade Médica,4244.0,37159.0,2025,5
2025-05-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Médica,3736.0,50457.0,2025,5
2025-05-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",Especialidade Médica,1175.0,11018.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",Especialidade Médica,3847.0,40563.0,2025,5
2025-05-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",Especialidade Médica,3034.0,36997.0,2025,5
2024-06-01,Lisboa e Vale do Tejo,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","38.739946, -9.161139",Especialidade Médica,2702.0,22173.0,2024,6
2024-06-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",Especialidade Médica,2376.0,23536.0,2024,6
2024-06-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",Especialidade Médica,2134.0,15644.0,2024,6
2024-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",Especialidade Médica,4426.0,38347.0,2024,6
2024-06-01,Centro,"Unidade Local de Saúde da Cova da Beira, EPE","40.2776794433594, -7.0",Especialidade Médica,2992.0,24261.0,2024,6
2024-06-01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",Especialidade Médica,1433.0,13962.0,2024,6
2024-06-01,Centro,"Unidade Local de Saúde da Região de Leiria, EPE","39.7418, -8.79444",Especialidade Médica,4100.0,45023.0,2024,6
2024-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Almada-Seixal, EPE","38.67381, -9.17597",Especialidade Médica,5151.0,65443.0,2024,6
2024-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Loures-Odivelas, EPE","38.821769, -9.176301",Especialidade Médica,3364.0,46477.0,2024,6
2024-06-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",Especialidade Médica,1851.0,21271.0,2024,6
2024-06-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",Especialidade Médica,3745.0,36426.0,2024,6
2024-06-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",Especialidade Médica,1330.0,13418.0,2024,6
2024-06-01,Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE","38.039936, -8.731693",Especialidade Médica,1350.0,12955.0,2024,6
2025-06-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",Especialidade Médica,2395.0,24049.0,2025,6
2025-06-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",Especialidade Médica,2004.0,15577.0,2025,6
2025-06-01,Centro,"Unidade Local de Saúde da Região de Aveiro, EPE","40.636332, -8.654388",Especialidade Médica,3835.0,40252.0,2025,6
2025-06-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",Especialidade Médica,4998.0,43985.0,2025,6
2025-06-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",Especialidade Médica,5660.0,87835.0,2025,6
2025-06-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",Especialidade Médica,2359.0,23233.0,2025,6
2025-06-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",Especialidade Médica,3439.0,34039.0,2025,6
2025-06-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Arco Ribeirinho, EPE","38.6527214050293, -9.0",Especialidade Médica,1839.0,33462.0,2025,6
2025-06-01,Centro,"Unidade Local de Saúde do Baixo Mondego, EPE","40.130297609, -8.8606",Especialidade Médica,1343.0,13546.0,2025,6
2025-06-01,Norte,"Unidade Local de Saúde do Tâmega e Sousa, EPE","41.1971153671548, -8.0",Especialidade Médica,6472.0,84936.0,2025,6
2024-07-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",Especialidade Médica,889.0,4447.0,2024,7
2024-07-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",Especialidade Médica,2081.0,18518.0,2024,7
2024-07-01,Centro,"Unidade Local de Saúde de Dão-Lafões, EPE","40.6509, -7.91039",Especialidade Médica,5982.0,59129.0,2024,7
2024-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de São José, EPE","38.7169, -9.13654",Especialidade Médica,11594.0,132313.0,2024,7
2024-07-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Médica,5446.0,63685.0,2024,7
2024-07-01,Alentejo,"Unidade Local de Saúde do Alentejo Central, EPE","38.568838, -7.903064",Especialidade Médica,2745.0,26172.0,2024,7
2024-07-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",Especialidade Médica,2174.0,24891.0,2024,7
2024-07-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",Especialidade Médica,4330.0,42041.0,2024,7
2025-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde da Arrábida, EPE","38.529351, -8.881073",Especialidade Médica,4502.0,41444.0,2025,7
2025-07-01,Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309943471486, -7.0",Especialidade Médica,2914.0,34150.0,2025,7
2025-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",Especialidade Médica,7364.0,95193.0,2025,7
2025-07-01,Norte,"Unidade Local de Saúde de Barcelos/Esposende, EPE","41.533438, -8.616604",Especialidade Médica,2015.0,17675.0,2025,7
2025-07-01,Norte,"Unidade Local de Saúde de Santo António, EPE","41.147283, -8.619536",Especialidade Médica,6538.0,102302.0,2025,7
2025-07-01,Norte,"Unidade Local de Saúde de São João, EPE","41.1833, -8.60193",Especialidade Médica,8626.0,101505.0,2025,7
2025-07-01,Alentejo,"Unidade Local de Saúde do Alto Alentejo, EPE","39.2999, -7.4267",Especialidade Médica,2390.0,26382.0,2025,7
2025-07-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",Especialidade Médica,2104.0,20533.0,2025,7
2025-07-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",Especialidade Médica,2301.0,43145.0,2025,7
2025-07-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Médio Tejo, EPE","39.605565, -8.404399",Especialidade Médica,5387.0,55802.0,2025,7
2024-08-01,Centro,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","40.217, -8.40991",Especialidade Médica,1001.0,5028.0,2024,8
2024-08-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",Especialidade Médica,2770.0,20368.0,2024,8
2024-08-01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",Especialidade Médica,1834.0,18201.0,2024,8
2024-08-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde de Amadora/Sintra, EPE","38.7436332060551, -9.0",Especialidade Médica,8678.0,103381.0,2024,8
2024-08-01,Norte,"Unidade Local de Saúde de Braga, EPE","41.562328338623, -8.3",Especialidade Médica,7615.0,76170.0,2024,8
2024-08-01,Centro,"Unidade Local de Saúde de Coimbra, EPE","40.217426, -8.410075",Especialidade Médica,13639.0,155310.0,2024,8
2024-08-01,Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE","38.0146, -7.86863",Especialidade Médica,2206.0,23909.0,2024,8
2025-08-01,Norte,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","41.1811, -8.60469",Especialidade Médica,3192.0,31901.0,2025,8
2025-08-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",Especialidade Médica,2688.0,20558.0,2025,8
2025-08-01,Norte,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","41.383183, -8.758784",Especialidade Médica,1818.0,17283.0,2025,8
2025-08-01,Norte,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","40.9295, -8.54567",Especialidade Médica,5613.0,58670.0,2025,8
2025-08-01,Norte,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","41.1254463195801, -8.0",Especialidade Médica,5664.0,77285.0,2025,8
2025-08-01,Norte,"Unidade Local de Saúde do Alto Minho, EPE","41.697519, -8.832517",Especialidade Médica,4544.0,45627.0,2025,8
2025-08-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Estuário do Tejo, EPE","38.977344, -8.984882",Especialidade Médica,4270.0,58536.0,2025,8
2025-08-01,Norte,"Unidade Local de Saúde do Médio Ave, EPE","41.3422317504883, -8.0",Especialidade Médica,2576.0,49255.0,2025,8
2025-08-01,Lisboa e Vale do Tejo,"Unidade Local de Saúde do Oeste, EPE","39.4055519104004, -9.0",Especialidade Médica,4713.0,57448.0,2025,8
2024-09-01,Centro,"Unidade Local de Saúde Castelo Branco, EPE","39.822737, -7.499876",Especialidade Médica,3063.0,22352.0,2024,9
